head,date,text,イベント,景気,物価,金利,マネーサプライ,貿易収支,雇用,個人消費,介入,要人発言,他通貨,石油,政治,株,債権
NY市場　米下院民主党、8250億ドルの景気刺激法案公表へ　ロイター,2009年1月16日（金）00:47:00,"NY株式市場でダウ平均がやや下げ幅を縮小していることで、ドル円は再び買いが優勢となっている。

ロイター通信の報道によると、米下院民主党は8250億ドル規模の景気刺激法案を発表し、同党指導部は迅速な成立を目指す方針であると伝えている。法案には雇用創出に向けた5500億ドル規模のプログラムや2750億ドルの税制優遇策が含まれている。 2つの下院委員会が来週法案を審議する予定で、月末までに成立する可能性があるという。

USD/JPY　89.44",,,,,,,,,,,,,,,
NY市場　カナダ軟調　ドルカナダにフィキシングに向けた買いの噂も,2009年1月16日（金）00:59:00,"きょうもカナダは軟調な動きをしており、ドルカナダは買い優勢の展開を続けている。朝方の1.24台から現在は1.26台に上昇している。フィキシングに向けた買い需要も噂されている。きょうも原油は売りが優勢となっており、カナダを圧迫している。

カナダ円は一時70.70近辺まで下落していたが、先程から円売りの動きが優勢で71円台に戻している。

USD/CAD　1.2636　CAD/JPY　71.05",,,,,,,,,,,,,,,
NY市場　他金融市場　1時台　原油、本日の安値圏で推移,2009年1月16日（金）01:01:00,"NY株式15日（NY時間11:01）
ダウ平均　　　8060.28（-139.86　-1.66%）
S&P500;　　　　824.34（-18.28　-2.10%）
ナスダック　　　1463.75（-25.89　-1.67%）

CME日経平均先物　8020（大証終比：-20　-0.25%）

出来高（億株）
NYSE　　　　3.83
ナスダック　6.62

欧州株式15日（GMT16:01）
英FT100　 4120.07（-60.57　-1.45%）
独DAX　　4321.79（-100.56　-2.27%）
仏CAC40　 2968.45（-83.55　-2.74%）

米国債利回り（NY時間11:01）
2年債　 　0.738（+0.032）
10年債　　2.191（-0.009）
30年債　　2.845（-0.041）

各国10年債
ユーロ圏　2.887（-0.047）
英　国　　3.144（+0.024）
カナダ　　2.537（-0.027）
豪　州　　3.851（-0.139）
日　本　　1.216（-0.054）

NY原油・金
NY原油先物2月限（WTI）（NY時間11:01）
1バレル＝35.44（-1.84　-4.94%）
NY金先物2月限（COMEX）
1オンス＝807.50（-1.30　-0.16%）

*CME日経平均先物は20分遅れ",,,,,,,,,,,,,,,
NY市場　ドル円　90円伺う動きも　手前での売り圧力は強い,2009年1月16日（金）01:19:00,"米株価が下げ渋っていることで、ドル円は買い戻しが優勢となっている。一時89.70近辺まで上昇、強固なレジスタンスとなっている90.00を伺う動きも出ている。ただ、90円手前では売り圧力も強く、売りオーダーも並んでいるようだ。90.20水準より上にはストップも観測。

USD/JPY　89.59",,,,,,,,,,,,,,,
NY市場　独政府　09年GDP2.25％マイナス成長見込む,2009年1月16日（金）01:39:00,"ユーロ円は再び117円台に戻している。ECB理事会後のトリシェ総裁の会見で乱高下した。会見直後は、インフレは概ね均衡してきており、今年後半には再び上昇するとの発言から、利下げ期待は一旦後退し、ユーロは買いが強まった。ユーロ円も118円台まで一気に駆け上がったが、その後、2％が政策金利の限界だとは言っていないとも述べ、追加利下げに含みを持たせた。この発言に一気にユーロは売りが強まり、一気に上げを失っており、ユーロ円も118円台から116円台に一時低下した。

一部報道によると、ドイツ政府は09年GDPは2.25％のマイナス成長を見込んでいるとし、もし実現すれば戦後最悪の下げ幅となる。来週にも正式に発表されるという。

EUR/USD　1.3093　EUR/JPY　117.33",,,,,,,,,,,,,,,
NY市場　他金融市場　2時台　NY株下げ渋るも軟調な動きが続く,2009年1月16日（金）02:06:00,"NY株式15日（NY時間12:06）
ダウ平均　　　8031.53（-168.61　-2.00%）
S&P500;　　　　821.94（-20.68　-2.37%）
ナスダック　　　1463.46（-26.18　-1.69%）

CME日経平均先物　8000（大証終比：-40　-0.50%）

出来高（億株）
NYSE　　　　5.39
ナスダック　9.54

欧州株式15日（GMT17:06）
英FT100　 4121.11（-59.53　-1.42%）
独DAX　　4336.73（-85.62　-1.94%）
仏CAC40　 2995.88（-56.12　-1.84%）

米国債利回り（NY時間12:06）
2年債　 　0.738（+0.032）
10年債　　2.206（+0.006）
30年債　　2.861（-0.026）

各国10年債
ユーロ圏　2.893（-0.041）
英　国　　3.138（+0.018）
カナダ　　2.548（-0.016）
豪　州　　3.851（-0.139）
日　本　　1.216（-0.054）

NY原油・金
NY原油先物2月限（WTI）（NY時間12:06）
1バレル＝34.70（-2.58　-6.92%）
NY金先物2月限（COMEX）
1オンス＝808.10（-0.70　-0.09%）

*CME日経平均先物は20分遅れ",,,,,,,,,,,,,,,
トルコ中銀　2.0％利下げ　15％から13％に,2009年1月16日（金）02:07:00,トルコ中銀は政策金利を2.0％下げ、13％にすると発表した。,,,,,,,,,,,,,,,
ダウ平均が一時8000ドル割れ,2009年1月16日（金）02:49:00,"NY株式15日（NY時間12:49）
ダウ平均　　　8018.31（-181.83　-2.15%）
S&P500;　　　　819.44（-23.18　-2.66%）
ナスダック　　　1462.02（-27.62　-1.79%）

CME日経平均先物　7970（大証終比：-70　-0.87%）

出来高（億株）
NYSE　　　　6.28
ナスダック　11.03",,,,,,,,,,,,,,,
NY市場　ダウ一時8000ドル割れで、ドル円伸び悩む,2009年1月16日（金）02:56:00,"ドル円は一時89円台前半に伸び悩んだ。一時は90円を伺いそうな気配もあったが、株価が昨年11月21日以来の8000ドル割れとなったことで、再び売りが優勢となった。ただ、NYダウも現状は8000ドルを何とか維持していることから89円台半ばに戻している。

USD/JPY　89.40",,,,,,,,,,,,,,,
欧州株終値　,2009年1月16日（金）03:08:00,"欧州株式15日終値
英FT100　 4121.11（-59.53　-1.42%）
独DAX　　4336.73（-85.62　-1.94%）
仏CAC40　 2995.88（-56.12　-1.84%）",,,,,,,,,,,,,,,
NY市場　他金融市場　3時台　原油10％超急落,2009年1月16日（金）03:08:00,"NY株式15日（NY時間13:06）
ダウ平均　　　8042.60（-157.54　-1.86%）
S&P500;　　　　822.40（-20.22　-2.32%）
ナスダック　　　1467.44（-22.20　-1.44%）

CME日経平均先物　8005（大証終比：-35　-0.44%）

出来高（億株）
NYSE　　　　6.63
ナスダック　11.63

欧州株式15日終値
英FT100　 4121.11（-59.53　-1.42%）
独DAX　　4336.73（-85.62　-1.94%）
仏CAC40　 2995.88（-56.12　-1.84%）

米国債利回り（NY時間13:06）
2年債　 　0.730（+0.024）
10年債　　2.201（+0.001）
30年債　　2.863（-0.023）

各国10年債
ユーロ圏　2.890（-0.044）
英　国　　3.138（+0.018）
カナダ　　2.549（-0.015）
豪　州　　3.851（-0.139）
日　本　　1.216（-0.054）

NY原油・金
NY原油先物2月限（WTI）（NY時間13:06）
1バレル＝33.37（-3.91　-10.49%）
NY金先物2月限（COMEX）
1オンス＝805.20（-3.60　-0.45%）

*CME日経平均先物は20分遅れ",,,,,,,,,,,,,,,
NY市場　シュワ知事　カリフォルニア州、週内に債務超過に直面,2009年1月16日（金）03:29:00,"ユーロドルは1.30台後半で推移している。トリシェECB総裁の会見から、ECBは3月に再び利下げを実施するするのではとの見方が広がっている。一時1.3030近辺まで下落していたが、ユーロ円が下げ渋ったこともあって、ユーロドルも1.38台後半まで戻している。

シュワルツネッガー・カルフォルニア州知事は、週内にも債務超過に直面、非常事態になっていると述べた。特に今のところ市場の反応は見られていない。

EUR/USD　1.3075",,,,,,,,,,,,,,,
NY金　終値　0.1％安,2009年1月16日（金）03:49:00,"NY金先物2月限（COMEX）（終値）
1オンス＝807.30（-1.50　-0.19%）",,,,,,,,,,,,,,,
NY市場　他金融市場　4時台　米株式下げ渋る　ナスダックはプラスに,2009年1月16日（金）04:02:00,"NY株式15日（NY時間14:02）
ダウ平均　　　8145.34（-54.80　-0.67%）
S&P500;　　　　835.53（-7.09　-0.84%）
ナスダック　　　1492.50（+2.86　+0.19%）

CME日経平均先物　8120（大証終比：+80　+1.00%）

出来高（億株）
NYSE　　　　8.43
ナスダック　14.41

欧州株式15日終値
英FT100　 4121.11（-59.53　-1.42%）
独DAX　　4336.73（-85.62　-1.94%）
仏CAC40　 2995.88（-56.12　-1.84%）

米国債利回り（NY時間14:02）
2年債　 　0.722（+0.016）
10年債　　2.206（+0.006）
30年債　　2.872（-0.015）

各国10年債
ユーロ圏　2.890（-0.044）
英　国　　3.140（+0.020）
カナダ　　2.564（0.000）
豪　州　　3.851（-0.139）
日　本　　1.216（-0.054）

NY原油・金
NY原油先物2月限（WTI）（NY時間14:02）
1バレル＝34.50（-2.78　-7.46%）
NY金先物2月限（COMEX）
1オンス＝813.80（+5.00　+0.62%）

*CME日経平均先物は20分遅れ",,,,,,,,,,,,,,,
NY株式　ダウ平均、プラス圏に推移,2009年1月16日（金）04:32:00,"NY株式15日（NY時間14:32）
ダウ平均　　　8223.88（+23.74　+0.29%）
S&P500;　　　　844.28（+1.66　+0.20%）
ナスダック　　　1509.23（+19.59　+1.32%）

CME日経平均先物　8185（大証終比：+145　+1.80%）

出来高（億株）
NYSE　　　　9.66
ナスダック　16.59",,,,,,,,,,,,,,,
NY市場　シティ、国有化の噂を否定,2009年1月16日（金）04:41:00,"株式市場は買い戻しが優勢となっており、ダウ平均はプラスに転じている。この動きにドル円、クロス円も買いが強まっている。ユーロ円は118.30近辺に上昇、ポンド円は131.80近辺ときょうの高値圏で推移している。ドル円も再び90円を試す動き。

市場の一部で、シティグループが国有化されるのではとの噂が流れていた。このことについてCNBCテレビはシティ側は噂を否定していると伝えている。

USD/JPY　89.79　EUR/JPY　118.14　GBP/JPY　131.57",,,,,,,,,,,,,,,
NY市場　ドル円、一時90円台回復,2009年1月16日（金）04:49:00,"ドル円は節目の90円台を回復している。株式市場が急速に下げ渋り、ダウ平均もプラス50ドル程度まで上昇していることで、ドル円も買戻しが優勢となった。90円台の売りオーダーも観測されているが突破し、ストップを付けに行くか注目。

USD/JPY　89.94",,,,,,,,,,,,,,,
NY原油　終値　5.0％安,2009年1月16日（金）05:00:00,"NY原油先物2月限（WTI）（終値）
1バレル＝35.40（-1.88　-5.04%）",,,,,,,,,,,,,,,
NY市場　バンカメの政府支援、1000-2000億も,2009年1月16日（金）05:04:00,"米CNBCテレビは観測が出ているバンカメに対する政府支援は1000億ドルから2000ドルになると、関係者の話として報じている。金融安定化プログラム（TARP）から追加資本を注入する見込み。

ユーロドルはユーロ円が上昇していることで、買いが優勢となっており、1.31台後半まで戻している。

EUR/USD　1.3163",,,,,,,,,,,,,,,
NY原油・金　原油は一時10％超急落　OPEC需要見通し下方修正,2009年1月16日（金）05:16:00,"NY原油先物2月限（WTI）（終値）
1バレル＝35.40（-1.88　-5.04%） 
NY金先物2月限（COMEX）（終値）
1オンス＝807.30（-1.50　-0.19%） 

15日のNY原油先物相場は大幅に続落。ロンドン時間には上昇する場面も見られたが、NY時間に入って売りが強まった。OPECは今年の原油の需要見通しを発表、景気悪化で前年比4.7％下落に下方修正している。見切売りが加速し、2月限は一時33.20まで下落、10％超急落する場面も見られた。後半は株価が戻したことから原油も下げ渋ったが、5％急落している。

金は原油急落で売り優勢となっていたが、後半は下げ渋り前日水準で通常取引を終えている。",,,,,,,,,,,,,,,
NY市場　他金融市場　5時台　米株式プラス圏で推移,2009年1月16日（金）05:24:00,"NY株式15日（NY時間15:24）
ダウ平均　　　8230.57（+30.43　+0.37%）
S&P500;　　　　845.85（+3.23　+0.38%）
ナスダック　　　1516.53（+26.89　+1.81%）

CME日経平均先物　8205（大証終比：+165　+2.05%）

出来高（億株）
NYSE　　　　11.70
ナスダック　20.32

欧州株式15日終値
英FT100　 4121.11（-59.53　-1.42%）
独DAX　　4336.73（-85.62　-1.94%）
仏CAC40　 2995.88（-56.12　-1.84%）

米国債利回り（NY時間15:24）
2年債　 　0.714（+0.008）
10年債　　2.192（-0.007）
30年債　　2.861（-0.025）

各国10年債
ユーロ圏　2.890（-0.044）
英　国　　3.140（+0.020）
カナダ　　2.570（+0.006）
豪　州　　3.851（-0.139）
日　本　　1.216（-0.054）

NY原油・金
NY原油先物2月限（WTI）（NY時間15:24）
1バレル＝34.92（-2.36　-6.33%）
NY金先物2月限（COMEX）
1オンス＝817.90（+9.10　+1.13%）

*CME日経平均先物は20分遅れ",,,,,,,,,,,,,,,
NY株式　終値　ダウ平均は12ドル高,2009年1月16日（金）06:21:00,"NY株式15日（NY時間16:21）
ダウ平均　　　8212.49（+12.35　+0.15%）
S&P500;　　　　843.74（+1.12　+0.13%）
ナスダック　　　1511.84（+22.20　+1.49%）

CME日経平均先物　8135（大証終比：+95　+1.18%）

出来高（億株）
NYSE　　　　16.46
ナスダック　25.18",,,,,,,,,,,,,,,
S&P500;種　セクター別騰落率,2009年1月16日（金）06:23:00,"S&P500;種　セクター別騰落率（NY時間：16:22）
△△上昇率上位△△
 電子部品     14.8％
 工業用不動産投信     7.8％
 教育サービス     7.8％
 インターネット販売     5.9％
 ライフサイエンス・ツール/サービス     5.8％
 林産品     4.9％
 百貨店     4.7％
 環境・ファシリティサービス     4.7％
 金     4.5％
 農産物     4.3％

▼▼下落率上位▼▼
 銀行     -11.7％
 他の各種金融サービス     -11.6％
 地方銀行     -8％
 専門金融     -4.4％
 商業印刷     -4.1％
 投資銀行・証券会社     -2.9％
 消費者金融     -2％
 放送・ケーブルテレビ     -1.6％
 コングロマリット     -1.5％
 不動産サービス     -1.4％
 総合保険     -1.3％
 出版     -1.3％

＊数値は前日比％",,,,,,,,,,,,,,,
インテル10-12月期　1株利益　0.04ドル　予想通り,2009年1月16日（金）06:25:00,"売上高　82億ドル
1株利益　0.04ドル",,,,,,,,,,,,,,,
NY株式　金融不安は依然強いものの、警戒感も一服,2009年1月16日（金）06:29:00,"NY株式15日（NY時間16:21）
ダウ平均　　　8212.49（+12.35　+0.15%）
S&P500;　　　　843.74（+1.12　+0.13%）
ナスダック　　　1511.84（+22.20　+1.49%）

CME日経平均先物　8135（大証終比：+95　+1.18%）

出来高（億株）
NYSE　　　　16.46
ナスダック　25.18

15日のNY株式市場、ダウ平均は小反発した。金融機関に対する不透明感が強く売り優勢で始まった。バンカメが政府に支援を要請したとの報道もあり、金融不安を高めている。JPモルガンが決算を発表、最終利益は予想を上回ったものの、クレジットカードを含む信用損失が高水準に達していると述べたことで不透明感が強まった。またシティGは国有化の噂が流れていた。シティ側は否定している。金融株が大きく下げる中、ダウ平均は一時200ドル超下落、8000ドルを割り込む場面も見られたが、後半になって値頃感からハイテク株中心に買い戻しもあって、プラスに転じる場面も見られた。バンカメに対する政府支援が1000億ドルから2000億ドルで、金融安定化プログラム（TARP）から追加資本を注入する見込みと報じられたことも、買い戻しを呼び込んだ。

ダウ採用銘柄ではホームデポ、デュポンが上昇、アルコアも反発した。HP、IBMが上昇している。反面、バンカメ、シティG、JPモルガンは大幅に下落している。

ナスダックは1％超の反発。ジョブスCEOが病気療養で6月まで休養と伝えられたアップルは下げていたものの、インテル、RIMなど他のハイテク株は買い戻しが入っていた。RIMは9％上昇している。


ダウ採用銘柄
J&J;　　　　　　　57.62（-0.33　-0.57%）
P&G;　　　　　　　57.46（-0.40　-0.69%）
デュポン　　　　　24.65（+0.77　+3.22%）
ボーイング　　 　40.96（-0.24　-0.58%）　
キャタピラー　　 39.39（+0.46　+1.17%）　
ユナイテッド　　 49.69（-0.34　-0.68%）　
アルコア　　　 　9.37（+0.34　+3.77%）　
HP　　　　　　 　35.75（+0.36　+1.02%）　
GE　　　　　 　　13.77（-0.34　-2.41%）　
3M　　　　　　 　55.17（+0.13　+0.24%）　
エクソンモビル　 76.66（+1.56　+2.08%）　
シェブロン　　 　70.77（+1.08　+1.55%）　
コカコーラ　　 　43.36（+0.74　+1.74%）　
ディズニー　　 　21.36（+0.56　+2.69%）　
マクドナルド　 　57.98（+0.65　+1.13%）　
ウォルマート　　51.35（-0.21　-0.41%）
ホームデポ　　　22.81（+0.90　+4.11%）
JPモルガン　　　24.34（-1.57　-6.06%）
シティG　　　　 3.83（-0.70　-15.45%）
バンカメ　　　　 8.32（-1.88　-18.43%）
アメックス　　　 17.32（-0.51　-2.86%）　
クラフト　　　　　　 28.07（+0.08　+0.29%）
IBM　　　　　　84.12（+0.93　+1.12%）
AT&T;　　　　　 25.12（-0.29　-1.14%）
ベライゾン　　　29.90（-0.66　-2.16%）
マイクロソフト　 19.24（+0.15　+0.79%）
インテル　　　 　13.29（+0.21　+1.61%）
ファイザー　　　17.39（+0.15　+0.87%）
メルク　　　　 　28.12（+0.30　+1.08%）
GM　　　　　 　3.92（+0.07　+1.82%）",,,,,,,,,,,,,,,
NY債券　前日の水準を挟んで小動き,2009年1月16日（金）06:30:00,"2年債 0.714
10年債 2.197
30年債 2.864

15日のNY債券市場、利回りほぼ変わらずの動きとなっている。朝方発表された経済指標は弱い内容となり、利回りの下げ圧力となったが、株価が後半下げ渋るなど、リスク回避の動きも一服していたことから利回りの上昇圧力と交差した。

10年債は2.20％を挟んで一進一退の動きとなった。

2-10年債の利回り格差は+148（前日+149）。",,,,,,,,,,,,,,,
NY市場概況　警戒感も一服、後半は円売りの動き,2009年1月16日（金）06:40:00,"15日のNY為替市場、リスク回避の動きも一服、後半は円売りの動きとなった。きょうも株価にらみの展開となったが、前半は金融機関に対する懸念が強く、金融株が下げを先導する格好で株価は売りが強まった。為替市場はトリシェECB総裁の理事会後の発言でユーロが下落、株価下落と相まって、ユーロ円が下げ、ドル円、ポンド円を圧迫した。ただ、ユーロの下げの反面、ドルが底堅く推移し、ドル円は比較的しっかりとした動きも見られた。金融機関についてはバンカメが政府からの追加支援を要請しているとの報道が出ていたことや、シティグループについては国有化されるのではとの噂まで出ていた。シティ側は否定している。

後半は株価も一服感から買い戻しが入りプラスに転じると、ドル円、クロス円は買い戻しが優勢となった。",,,,,,,,,,,,,,,
NY市場概況　トリシェECB総裁会見で3月利下げ期待も,2009年1月16日（金）06:41:00,"ユーロは目まぐるしい動きとなった。きょうはECB理事会が開かれ、予想通り0.5％の利下げが実施された。ECBの政策金利は過去最低水準の2.00％となっている。その後のトリシェ総裁の会見でユーロは乱高下。会見開始直後はインフレは概ね均衡してきており、年後半には再び上昇するとの発言から、利下げ期待が一旦後退しユーロ買いが強まった。ユーロ円も118円台まで一気に駆け上がった。しかし、その後、2％が政策金利の限界だとは言っていないとも述べ、追加利下げに含みを持たせた発言に一気にユーロは売りが強まり、急速に上げを失った。ユーロ円は118円台から116円台に一気に低下したが、後半は株価の戻りとともに118.50近辺まで一時上昇している。

また、新たな見通しが発表になる3月の理事会が重要で、2月は重要度が低いとも述べていた。きょうの発言から市場は2月は据え置きとなるものの、3月にはもう一段の利下げが実施されるのではとの期待感が高まっていたようだ。",,,,,,,,,,,,,,,
NY市場概況　カナダ売り続く　原油一時10％超急落,2009年1月16日（金）06:42:00,カナダは軟調な動きが続いている。商品市場の下げがきつく、きょうの原油先物市場は一時10％超急落している。この動きの中、カナダは売りが強く、ドルカナダは一時1.2650水準まで上昇している。カナダ円も70.70近辺まで下落したが、後半の株価反転で、前半の下げを取り戻している。,,,,,,,,,,,,,,,
NY市場概況　ドル円、一時90円回復,2009年1月16日（金）06:43:00,ドル円は買い戻しが優勢となった。ダウ平均が後半にプラスに転じたことで、強固なレジスタンスとなっていた90円台を一時回復。90円では売り圧力も強くオーダーも並んでいるようだが、大台を完全回復できるか注目される。,,,,,,,,,,,,,,,
NY時間に伝わった発言・ニュース,2009年1月16日（金）06:45:00,"【経済指標結果】
【ユーロ圏】
＊ECB政策金利　21:45
結果　2.00%
予想　2.00%　現行　2.50% 

【アメリカ】
＊新規失業保険申請件数（1月10日までの週）22:30
結果　524千人
予想　503千人　前回　470千人（467千人から修正） 

＊ニューヨーク連銀製造業景気指数（1月）22:30
結果　-22.20
予想　-25.00　前回　-27.88（-25.76から修正） 

＊生産者物価指数（12月）22:30
結果　-1.9%
予想　-2.0%　前回　-2.2%（PPI）（前月比）
結果　-0.9%
予想　-1.1%　前回　0.4%（PPI）（前年比）
結果　0.2%
予想　0.1%　前回　0.1%（食品・エネルギー除くコア）（前月比）
結果　4.3%
予想　4.1%　前回　4.2%（食品・エネルギー除くコア）（前年比）

＊フィラデルフィア連銀景況指数（1月）16日0:00
結果　-24.3
予想　-35.0　前回　-36.1（-32.9から修正）

【発言・ニュース】
【ユーロ圏】
＊トリシェECB総裁
政策金利はインフレ圧力が後退し続けていることを考慮。
ただ、インフレ率は中期的な物価安定に沿った水準で推移する見通し。
全ての動向を注意深く監視し続ける。
不確実性は引き続き異例に高い。
物価安定のリスクは概ね均衡。
世界経済は引き続き弱い。
2009年の下期にインフレは再び上昇するだろう。 
経済活動の下振れリスクが顕在化。
コモディティ価格の下落が反転すれば、物価安定に上方リスク。
インフレ率が急激に変動する可能性。
インフレ期待を引き続きしっかり抑制。 
ユーロ圏の需要は長期間に渡って押さえ込まれる恐れ。
金融市場の動向を背景に経済が幅広く後退。
2％を下回るが2％程度の水準のインフレ率維持を目指す。

＊トリシェECB総裁（質疑応答）
本日の決定は全員一致。
次の重要な理事会は3月。
3月には新たな見通しを示す。
3月には新たに伝えることがあるだろう。
ユーロ圏はこれまでの政策による全面的な恩恵を受ける。 
会合での議論は利下げを今行うか、後で行うかだった。
2％が利下げの限界だとは言っていない。
バランスシート拡大からの出口戦略を常に考える必要あるが、
今はそれを始める時期ではない。 

＊独政府　09年GDP2.25％マイナス成長見込む　16日1：30
ドイツ政府は09年GDPは2.25％のマイナス成長を見込んでいるとし、
もし実現すれば戦後最悪の下げ幅となる。来週にも正式に発表さ
れるという。

＊シティ、国有化否定　
市場の一部で、シティグループが国有化されるのではとの噂が流れていた。
このことについてCNBCテレビはシティ側は噂を否定していると伝えている。

＊カルフォルニア州、週内にも債務超過に直面　
シュワルツネッガー・カルフォルニア州知事は、週内にも債務超過に直面、
非常事態になっていると述べた。

＊バンカメの政府支援、1000-2000億ドル　
バンカメに対する政府支援は1000から2000億ドル。
金融安定化プログラム（TARP）から追加資本を注入する見込み。",,,,,,,,,,,,,,,
本日の予定【経済指標】,2009年1月16日（金）07:23:00,"【ユーロ圏】
＊ユーロ圏貿易収支（11月）19:00
予想　10億ユーロ　前回　9億ユーロ（季調前）
予想　-48億ユーロ　前回　-13億ユーロ（季調済）

【アメリカ】
＊消費者物価指数（CPI）（12月）22:30
予想　-0.9%　前回　-1.7%（前月比）
予想　-0.2%　前回　1.1%（前年比）
予想　0.1%　前回　0.0%（食品・エネルギー除くコア）（前月比）
予想　1.8%　前回　2.0%（食品・エネルギー除くコア）（前年比）

＊対米証券投資（11月）23:00　
予想　150億ドル　前回　15億ドル

＊鉱工業生産指数（12月）23:15
予想　-1.0%　前回　-0.6%（前月比）

＊設備稼働率（12月）23:15
予想　74.5%　前回　75.4%

＊ミシガン大学消費者信頼感指数・速報値（1月）17日0:00
予想　59.0　前回　60.1",,,,,,,,,,,,,,,
本日の予定【発言・イベント】,2009年1月16日（金）07:40:00,"日銀支店長会議
閣議、閣議後会見

18:00　IEA石油市場報告

17日
2:15　ラッカー・リッチモンド連銀総裁　講演「金融状況と経済見通し」",,,,,,,,,,,,,,,
バンクオブアメリカ　第4四半期決算を本日発表へ,2009年1月16日（金）07:53:00,"バンクオブアメリカが第4四半期決算を本日16日に発表すると報じられている。
発表時刻は米国東部標準時7時（日本時間21時）。
20日の発表予定が繰り上げられた。
1株利益の市場予想は0.056ドルとなっている。

尚、米シティも本日20時に第4四半期決算を発表する予定。
1株利益の市場予想は-1.082ドルとなっている。",,,,,,,,,,,,,,,
東京市場　ピボット分析（主要国通貨）,2009年1月16日（金）08:01:00,"東京時間7:00現在

ドル円
終値89.84　高値90.03　安値88.48

91.97　ハイブレイク
91.00　抵抗2
90.42　抵抗1
89.45　ピボット
88.87　支持1
87.90　支持2
87.32　ローブレイク

ユーロドル
終値1.3116　高値1.3242　安値1.3026

1.3446　ハイブレイク
1.3344　抵抗2
1.3230　抵抗1
1.3128　ピボット
1.3014　支持1
1.2912　支持2
1.2798　ローブレイク

ポンドドル
終値1.4632　高値1.4684　安値1.4476

1.4927　ハイブレイク
1.4805　抵抗2
1.4719　抵抗1
1.4597　ピボット
1.4511　支持1
1.4389　支持2
1.4303　ローブレイク

ドルスイス
終値1.1247　高値1.1289　安値1.1136

1.1465　ハイブレイク
1.1377　抵抗2
1.1312　抵抗1
1.1224　ピボット
1.1159　支持1
1.1071　支持2
1.1006　ローブレイク",,,,,,,,,,,,,,,
東京市場　ピボット分析（資源国通貨）,2009年1月16日（金）08:02:00,"東京時間7:00現在

オージードル
終値0.6629　高値0.6698　安値0.6538

0.6865　ハイブレイク
0.6782　抵抗2
0.6705　抵抗1
0.6622　ピボット
0.6545　支持1
0.6462　支持2
0.6385　ローブレイク

キーウィドル
終値0.5375　高値0.5455　安値0.5278

0.5638　ハイブレイク
0.5546　抵抗2
0.5461　抵抗1
0.5369　ピボット
0.5284　支持1
0.5192　支持2
0.5107　ローブレイク

ドルカナダ
終値1.2527　高値1.2675　安値1.2414

1.2924　ハイブレイク
1.2800　抵抗2
1.2663　抵抗1
1.2539　ピボット
1.2402　支持1
1.2278　支持2
1.2141　ローブレイク",,,,,,,,,,,,,,,
"東京市場　ピボット分析（クロス円）
",2009年1月16日（金）08:03:00,"東京時間7:00現在

ユーロ円
終値117.87　高値118.65　安値116.24

121.34　ハイブレイク
120.00　抵抗2
118.93　抵抗1
117.59　ピボット
116.52　支持1
115.18　支持2
114.11　ローブレイク

ポンド円
終値131.54　高値132.05　安値129.11

135.63　ハイブレイク
133.84　抵抗2
132.69　抵抗1
130.90　ピボット
129.75　支持1
127.96　支持2
126.81　ローブレイク

スイス円
終値79.88　高値80.27　安値79.06

81.62　ハイブレイク
80.95　抵抗2
80.41　抵抗1
79.74　ピボット
79.20　支持1
78.53　支持2
77.99　ローブレイク

豪ドル円
終値59.55　高値60.15　安値58.19

62.36　ハイブレイク
61.26　抵抗2
60.40　抵抗1
59.30　ピボット
58.44　支持1
57.34　支持2
56.48　ローブレイク

NZドル円
終値48.28　高値48.67　安値47.13

50.46　ハイブレイク
49.57　抵抗2
48.92　抵抗1
48.03　ピボット
47.38　支持1
46.49　支持2
45.84　ローブレイク

カナダドル円
終値71.70　高値72.09　安値70.63

73.78　ハイブレイク
72.93　抵抗2
72.32　抵抗1
71.47　ピボット
70.86　支持1
70.01　支持2
69.40　ローブレイク",,,,,,,,,,,,,,,
"東京市場　ピボット分析（新興国通貨）
",2009年1月16日（金）08:04:00,"東京時間7:00現在

ランド円
終値8.99　高値9.03　安値8.67

9.48　ハイブレイク
9.26　抵抗2
9.12　抵抗1
8.90　ピボット
8.76　支持1
8.54　支持2
8.40　ローブレイク

シンガポールドル円
終値60.11　高値60.26　安値59.11

61.69　ハイブレイク
60.98　抵抗2
60.54　抵抗1
59.83　ピボット
59.39　支持1
58.68　支持2
58.24　ローブレイク

香港ドル円
終値11.58　高値11.60　安値11.40

11.85　ハイブレイク
11.73　抵抗2
11.65　抵抗1
11.53　ピボット
11.45　支持1
11.33　支持2
11.25　ローブレイク",,,,,,,,,,,,,,,
東京市場　ドル円、90円台定着なるか,2009年1月16日（金）08:25:00,"東京市場早朝、ドル円は90円挟みの水準へと上昇している。昨日のNY市場ではトリシェECB総裁が追加利下げの含みを持たせたことで、ユーロが売られる場面があり、クロス円サイドからの円買い圧力がみられたが、米株式市場が堅調に推移したことで、円売り方向へと転換していった。現在のその流れの中で、じりじりと円が売られている。上院での金融安定化法案の残り3500億ドル分の承認が得られたことなどで、早朝から米株先物も上昇しており、東京株式市場の反応が注目されている。

USD/JPY　89.96　EUR/JPY　118.24　GBP/JPY　131.88",,,,,,,,,,,,,,,
