head,date,text,景気,物価,金利,マネーサプライ,,,,,,,,,,
東京市場　ユーロドル1.30割れ、約1ヶ月ぶり,2009年4月20日（月）09:21:00,"ユーロドルが一時1.2996レベルへと下落。1.30割れは3月18日以来、約1ヶ月ぶり。

EUR/USD　1.3003　EUR/JPY 129.05",,,,,,,,,,,,,,
東京市場　欧州通貨主導で、ドル高の動き強まる,2009年4月20日（月）09:48:00,"ユーロドルが1.2967レベルまで下値を更新するなど、欧州通貨主導でのドル高の動きが広がっている。ポンドドルは1.47台前半、ドルスイスは1.17台乗せと前週から引き続きドル高水準を更新している。オセアニア通貨も豪ドル/ドルが0.71台後半、NZドル/ドルが0.56台半ばへと売られている。ただ、クロス円の売り圧力もあり、ドル円は99.10レベルとやや上値が重い。

EUR/USD　1.2978　GBP/USD　1.4739　USD/CHF　1.1712　NZD/USD　0.5645",,,,,,,,,,,,,,
東京仲値　99.23円　三菱東京UFJ銀行,2009年4月20日（月）09:56:00,,,,,,,,,,,,,,,
NY原油・金　時間外取引 小幅安、株価にらみで,2009年4月20日（月）10:14:00,"東京時間10:10現在
NY原油先物5月限（WTI）（時間外取引）
1バレル＝50.03（-0.30　-0.60%）
NY金先物6月限（COMEX）（時間外取引）
1オンス＝867.70（-0.20　-0.02%）

週明け20日のNY原油先物は50ドル近辺で推移。前週末NY終値から30ポイント安と小安い。株式市場が軟調なことが商品市況にも波及している。NY金先物は867ドル台での小動き。",,,,,,,,,,,,,,
中国人民銀行　人民元中心レート　1ドル＝6.8329元,2009年4月20日（月）10:18:00,,,,,,,,,,,,,,,
東京市場　仲値後、ドル円軟調に,2009年4月20日（月）10:20:00,"東京市場午前の取引、引き続きクロス円中心の円買い圧力がみられている。仲値を過ぎてからはドル円が揉み合いを下抜ける動き。99円ちょうどレベルへと軟化している。クロス円はユーロ円が128.50割れと早朝の高値から約1円、ポンド円が145円台後半と早朝の高値から2円超の大幅安となっている。

USD/JPY　98.99　EUR/JPY　128.44　GBP/JPY　145.75",,,,,,,,,,,,,,
豪経済指標【生産者物価指数】,2009年4月20日（月）10:30:00,"＊生産者物価指数（PPI）（第1四半期）10:30
結果　-0.4%
予想　0.6%　前回　1.3%（前期比）
結果　4.0%
予想　4.9%　前回　6.4%(前年比）",,,,,,,,,,,,,,
東京市場　豪PPI予想下回る、豪ドル売り反応,2009年4月20日（月）10:39:00,"第1四半期の豪生産者物価指数が前期比-0.4％と事前予想の+0.6％から大きく下振れた。前年比も+4.0％と前回の+6.4％および事前予想の+4.9％を下回った。

豪ドル売り反応がみられ、豪ドル円は一時70.70近辺、豪ドル/ドルは0.7150近辺へと安値を更新している。

今週は豪州の材料が目白押し。21日は豪中銀議事録、22日に消費者物価指数、など。本日の指標は豪経済の回復期待に水を差したが、消費者物価指数はどうか、注目されよう。

AUD/JPY　70.73　AUD/USD　0.7156　AUD/NZD　1.2643",,,,,,,,,,,,,,
東京市場　日経平均軟調、円高圧力続く,2009年4月20日（月）10:45:00,"日経平均は8815円近辺と100円近い下げ幅となっている。前週末比の下落率は1％を超える場面もあった。為替市場では円高圧力が続いている。ドル円は98.80近辺、ユーロ円128.20近辺、ポンド円145.50割れへと下落している。さきほど発表された豪生産者物価指数が弱かったことで豪ドル円が売られたことも円買いを強めている。

USD/JPY　98.80　EUR/JPY　128.20　GBP/JPY　145.36　AUD/JPY　70.67",,,,,,,,,,,,,,
日経平均　前引け　85.29円安　8822.29円,2009年4月20日（月）11:01:00,,,,,,,,,,,,,,,
東京市場　ドル円　サポート98.70、98.50水準,2009年4月20日（月）11:23:00,"ドル円は売り圧力が強まっている。クロス円の下げがきつく、その影響からドル円も売り優勢の展開となってきている。朝方は本日がゴトウビということもあり、仲値に向けた買いも見られたが、それを通過すると、売り圧力が強まった。一時98.80近辺まで下落、その後は下げ一服といった状態。下値のサポートとしては、先週末のNY時間の安値98.70水準と、木曜日のロンドン時間の安値98.50水準があげられる。

USD/JPY　98.87",,,,,,,,,,,,,,
バルチック海運指数=04/17時点=,2009年4月20日（月）11:30:00,"バルチック海運指数
1682（前日比：4.86%）
ハンディマックス・インデックス
637（前日比：1.92%）
パナマックス・インデックス
1555（前日比：10.05%）
ケープサイズ・インデックス
2734（前日比：14.87%）

＊バルチック海運指数はハンディマックス、パナマックス、ケープサイズなど船舶のサイズごとの海上運賃指数をまとめた総合指数。",,,,,,,,,,,,,,
東京市場　豪ドル　下値ではアジアのソブリン系の買いも,2009年4月20日（月）11:33:00,"豪ドルは対円での下落から軟調な動きとなっている。豪ドル/ドルは一時0.7150近辺、豪ドル円は70.70近辺まで下落している。きょう発表になった生産者物価が予想外のマイナスだったことも、豪ドル売りのきっかけとなったようだ。ただ、下値ではアジアのソブリン系の買いオーダーも観測されている。対欧州通貨でも下落しており、きょうは豪ドル売りが目立つ格好。これまで、値を維持してきただけに、短期筋の見切売りも強まっているようだ。豪ドル円の下値メドとしては、21日線の70.40付近。

AUD/USD　0.7166　AUD/JPY　70.88",,,,,,,,,,,,,,
東京市場　金融政策の出遅れ感材料に売り、ただ既に想定範囲内,2009年4月20日（月）11:54:00,"ユーロは軟調な動きをしている。先週、トリシェECB総裁が来日し、講演やマスコミのインタビューに答えていたが、5月の利下げ及び非伝統的措置実施を示唆している。他国の金融政策は、ほぼ来るところまで来ており、更なる金融緩和拡大余地は乏しい。一方、ECBは金融政策の出遅れ感が強く、これを材料に投機筋がユーロ売りを積極的に入れているようだ。ただ、前回の理事会から、ある程度想定されている内容ではあるが。

ユーロ円は一時128.20近辺まで下落、ユーロドルは1.30をブレイクしている。

EUR/USD　1.2996　EUR/JPY　128.30",,,,,,,,,,,,,,
通貨ペア別　売買動向,2009年4月20日（月）12:26:00,"【通貨ペア別　売買動向（単位：％）】

◆ドル円　　くりっく３６５　外為どっとコム
09/04/13　　　　50.1　　　　63.0
09/04/14　　　　55.2　　　　71.2
09/04/15　　　　51.6　　　　70.8
09/04/16　　　　50.9　　　　71.3
09/04/17　　　　52.3　　　　71.4

◆ユーロ円　くりっく３６５　外為どっとコム
09/04/13　　　　55.5　　　　61.4
09/04/14　　　　66.1　　　　81.1
09/04/15　　　　64.7　　　　72.7
09/04/16　　　　65.1　　　　73.1
09/04/17　　　　70.4　　　　77.4

◆ポンド円　くりっく３６５　外為どっとコム
09/04/13　　　　48.3　　　　52.6
09/04/14　　　　50.7　　　　43.7
09/04/15　　　　42.9　　　　52.7
09/04/16　　　　47.0　　　　56.9
09/04/17　　　　56.5　　　　60.2

◆豪ドル円　くりっく３６５　外為どっとコム
09/04/13　　　　68.3　　　　66.4
09/04/14　　　　78.6　　　　75.8
09/04/15　　　　78.5　　　　76.5
09/04/16　　　　81.2　　　　80.0
09/04/17　　　　79.3　　　　79.9

◆NZドル円　くりっく３６５　外為どっとコム
09/04/13　　　　81.5　　　　84.6
09/04/14　　　　84.1　　　　92.3
09/04/15　　　　84.6　　　　86.9
09/04/16　　　　86.1　　　　87.2
09/04/17　　　　86.2　　　　87.7

（注）売買動向＝買いポジション残高÷全ポジション残高
（資料）株式会社東京金融取引所、株式会社外為どっとコム",,,,,,,,,,,,,,
通貨オプション　リスクリバーサル　変わらず,2009年4月20日（月）12:30:00,"ドル円　2.25-2.55　円コールオーバー
ユーロ円　2.15-2.45　円コールオーバー
ポンド円　2.45-2.75　円コールオーバー

リスクリバーサルは先週末とほぼ変わらずの水準で推移している。円高が進んでいるものの、ヘッジ需要は高まっていない。

※リスクリバーサルとは
同じ権利行使期日、取引金額、25％デルタのコールとプットを反対売買したときの差額をあらわしたもの。理論上はコールとプットの価格は一致するが、実際のマーケットでは通貨の需給に偏りがあるため、差額が生じる。",,,,,,,,,,,,,,
アジア株　中国関連株　大幅反発　,2009年4月20日（月）12:42:00,"東京時間12:41現在

香港ハンセン指数　　 15804.24（+202.97　+1.30%）
中国上海総合指数　 2537.49（+33.55　+1.34%）
中国　シンセン総合指数　 855.54（+9.74　+1.15%）
台湾加権指数　　　　 5789.44（+34.06　+0.59%）
韓国総合株価指数　 1322.50（-6.50　-0.49%）
豪ASX200指数　　　 3757.40（-19.30　-0.51%）

朝方下落して始まった中国関連株は上昇に転じている。温家宝首相は景気刺激策が予想以上に効果を発揮していると述べ、サポートとなっているようだ。",,,,,,,,,,,,,,
東京市場　株価下げ渋リで、円買い一服,2009年4月20日（月）12:57:00,"東京株式が後場、下げ渋って始まったことで、円買いの動きも一服している。アジア市場で中国株が急速に上昇に転じていることもあり、東京株式市場にも、まとまったバスケット買いが入ったようだ。

為替市場でもドル円は98.70近辺から98.85近辺へ、ユーロ円は128.20近辺から128.60近辺まで一時戻している。中国の温家宝首相が景気刺激策が予想以上に効果を発揮していると述べていたことも、相場のサポートとなっているようだ。ただ、ドル円、クロス円の戻り売り圧力は依然として強く、株価が戻せるかどうか注目される。

USD/JPY　98.78　EUR/JPY　128.43",,,,,,,,,,,,,,
東京市場　英住宅市場には下げ止まりの兆しも,2009年4月20日（月）13:08:00,"ポンド円が下げ一服となっていることもあって、ポンドは対ドルでも下げ渋る動きとなっている。英住宅市場に下げ止まりの兆しも見え始めているとの指定も聞かれるが、東京市場の早朝に発表になったライトムーブ住宅価格指数が前月比+1.8％と3ヵ月連続のプラスになっている。英中銀の利下げ効果が出始めているのかもしれない。ただ、きょうは対ユーロでも下落しており、軟調な動きとなっているが、期待感は次第に高まってきている。

GBP/USD　1.4741　GBP/JPY　145.63　EUR/GBP　0.8819",,,,,,,,,,,,,,
（修正）東京市場　英住宅市場には下げ止まりの兆しも,2009年4月20日（月）13:13:00,"ポンド円が下げ一服となっていることもあって、ポンドは対ドルでも下げ渋る動きとなっている。英住宅市場に下げ止まりの兆しも見え始めているとの指摘も聞かれるが、東京市場の早朝に発表になったライトムーブ住宅価格指数が前月比+1.8％と3ヵ月連続のプラスになっている。英中銀の利下げ効果が出始めているのかもしれない。ただ、きょうは対ユーロでも下落しており、軟調な動きとなっているが、期待感は次第に高まってきている。

GBP/USD　1.4741　GBP/JPY　145.63　EUR/GBP　0.8819",,,,,,,,,,,,,,
東京市場　ユーロドル戻りのメドは1.3030、1.3050,2009年4月20日（月）13:41:00,"中国の景気回復への期待で、アジア株が上昇しており、円相場も円高の動きが一服、ユーロ円も下げ渋る中、ユーロドルも1.30台を回復している。ただ、ECBの金融緩和への思惑からユーロの上値も重く、戻り待ちの売りも多いようだ。目先のレジスタンスとしては、1.3030と1.3050水準が挙げられる。

EUR/USD　1.3009",,,,,,,,,,,,,,
東京市場　英リセッション最悪期を脱した　ただ回復は脆弱,2009年4月20日（月）13:51:00,"ポンドドルは一時1.4710近辺まで下落していたが、東京時間の午後になって、アジア株が上昇していることなどを背景に、下げ渋る動きも出ている。一部に英経済に対する期待感も出始めているようだ。英産業連盟（CBI）が公表した経済予測によると、同国経済はリセッション（景気後退）の最悪期を脱しており、2010年下期には緩やかな成長に戻る見通しと発表している。ただ、回復は緩やかでぜい弱なものになるとの警告も発している。

GBP/USD　1.4735",,,,,,,,,,,,,,
（修正）日本経済指標【景気先行指数・景気一致指数】  ,2009年4月20日（月）14:07:00,"※対象月を３月から２月に修正しました。

＊景気先行指数・改定値（CI）（2月）14:00
結果　75.0　
予想　75.2　前回　75.2

＊景気一致指数・改定値（CI）（2月）14:00
結果　86.0
予想　86.0　前回　86.8",,,,,,,,,,,,,,
海外市場の注目ポイント　米企業決算,2009年4月20日（月）14:12:00,"きょうのNY株式市場の寄り付き前にバンカメの決算が発表される予定。市場予想の1株当たり利益は0.042ドル。コスト削減や債券トレーディング収益の増加で黒字が見込まれている。バンカメのルイスCEOは3月、今年1-2月の業績は黒字だったと述べるとともに通年でも利益が出ると強気の見通しを示した。

ただ、先週発表された米大手金融機関の決算は市場予想を上回るなど好調だったことや、金融機関に関しては、5月4日に発表されるストレステスト（健全性審査）に関心が移っており、市場の反応は未知数。

また、米株式市場の引け後（日本時間21日早朝）にIBM、TIといったハイテク株の決算発表が本格スタートし、こちらも注目される。",,,,,,,,,,,,,,
テクニカルポイント ドル円 次のアクションまで静観姿勢も,2009年4月20日（月）14:30:00,"101.31　ボリンジャーバンド　2σ上限（21日間）
100.66　エンベロープ1%上限（10日間）
99.66　10日移動平均
99.51　一目均衡表・転換線
99.10　21日移動平均
98.89　現値
98.88　200日移動平均
98.66　エンベロープ1%下限（10日間）
97.49　一目均衡表・基準線
96.89　ボリンジャーバンド　2σ下限（21日間）
96.19　一目均衡表・雲（上限）
93.95　100日移動平均
93.41　一目均衡表・雲（下限）

ドル円は円買いの動きから、やや上値が重くなってきている。しかし、一方でドル買いによる下値サポートもあり、底堅さも見られる状況。99円台には200日線、21日線、10日線といった長短の移動平均線が混在しており、次第に持ち合いの状況も見えて来ている。次の大きなアクションが決め手となりそうで、それまでは静観姿勢も必要か。",,,,,,,,,,,,,,
東京市場　GMの回復は中国を始めとしたアジア次第,2009年4月20日（月）14:40:00,"日経平均がプラスに転じるなど、株価が下げ渋る動きとなっていることから、円相場も円買いが一服している。ドル円は98.70近辺まで下落していたが、99円台の戻りを試す動き。

株価反転のきっかけはアジア株の上昇。特に中国株の上昇だ。GMの中国CEOは、中国は米国を凌ぐ自動車マーケットとなっており、苦境に陥っているGM再生するためには、中国を始めとした東南アジアなど、アジア太平洋地域の販売にかかっていると述べている。

USD/JPY　98.96",,,,,,,,,,,,,,
日経平均　大引け　17.17円高　8924.75円,2009年4月20日（月）15:01:00,,,,,,,,,,,,,,,
これからの予定【経済指標】,2009年4月20日（月）15:10:00,"【香港】
＊失業率（3月）17:30
予想　5.3%　前回　5.0%（季調済）

【アメリカ】
＊景気先行指数（3月）23:00
予想　-0.2%　前回　-0.4%（前月比）",,,,,,,,,,,,,,
これからの予定【発言・イベント】,2009年4月20日（月）15:20:00,"15:00　白川日銀総裁・与謝野財務相　信託大会で挨拶
22:00　エバンス・シカゴ連銀総裁　同連銀主催会合で挨拶（シカゴ）
23:00　バーナンキFRB議長の挨拶（シカゴ）
23:00　エバンス・シカゴ連銀総裁　講演（シカゴ）",,,,,,,,,,,,,,
東京市場　日銀総裁、金融環境は厳しい状況続く,2009年4月20日（月）15:25:00,"先ほどから白川日銀総裁の発言が伝わっている。総裁は金融環境は厳しい状況が続いている、物価安定のもとで持続的成長に復帰するため、最大限の貢献を行うとの見方を示した。発言に目新しさはなく、為替市場での反応は限定的となっている。

USD/JPY　98.98",,,,,,,,,,,,,,
日本株　概況　続伸、後場に入って切り返す,2009年4月20日（月）15:45:00,週明けの東京株式市場は小幅続伸。前場の日経平均は円高を嫌気し、一時100円近く下落した。ただ、後場に入ると中国要人の発言を好感し、アジア株が堅調に推移したため、プラス圏に切り返した。中国の温家宝首相は現行の財政・金融政策を堅持すると発言している。日経平均の大引けは17.17円高の8924.75円。,,,,,,,,,,,,,,
NY原油・金　時間外取引　原油は50ドル割り込む,2009年4月20日（月）15:55:00,"東京時間15:52現在
NY原油先物5月限（WTI）（時間外取引）
1バレル＝49.56（-0.77　-1.53%）
NY金先物6月限（COMEX）（時間外取引）
1オンス＝869.30（+1.40　+0.16%）

20日のNY原油先物、時間外取引は米株先物が軟調に推移する中、49ドル台半ばで推移。本日はマイナス圏での取引が続いている。先週末の通常取引では米シティGの業績が改善したことや米ミシガン大学消費者信頼感指数の改善が原油市場をサポートした。特に米シティGは米金融機関の中で最も先行き不透明感があったため、センチメントの改善に繋がった。株式市場でポジティブな報道が続けば、原油相場の下値リスクも後退しそうだ。なお、本日は預金総額で全米トップの米バンカメが決算発表を行う。

一方、金は870ドル近辺で小動き。米企業決算を背景に経済への先行き不安が徐々に後退しており、安全資産とされる金への資金流入が一巡しつつある。",,,,,,,,,,,,,,
（修正）エディ・ジョージ前英中銀総裁が死去,2009年4月20日（月）15:59:00,"エディ・ジョージ前英中銀総裁が18日、がんのため、死去。
（英中銀が18日、ウェブサイトで公表）",,,,,,,,,,,,,,
欧州株　反落して始まる　資源株が安い,2009年4月20日（月）16:07:00,"東京時間16:05現在
英FT100　 4076.25（-16.55　-0.41%）
独DAX　　4641.69（-35.15　-0.76%）",,,,,,,,,,,,,,
ロンドン市場　ポンド売り先行、ポンド円は145円割れ,2009年4月20日（月）16:11:00,"ロンドン時間早朝はポンド売りが先行している。ポンド円は145円割れ、ポンドドルは1.46台半ばまで値を崩した。ユーロポンドは0.88台半ばまで買われ、先週末の高値に並んでいる。東京市場で発表された4月のライトムーブ住宅価格は前月比1.8%増と3ヶ月連続で上昇したが、ポンド買いには結びついていない。

GBP/JPY　144.91　GBP/USD　1.4647　EUR/GBP　0.8861",,,,,,,,,,,,,,
ロンドン市場　ポンド、英米間の企業買収を嫌気か,2009年4月20日（月）16:23:00,"米紙ウォール・ストリート・ジャーナルで英医薬品大手グラクソによる米医薬品会社スティーフェルの買収観測が報じられている。買収金額は約30億ドルとなる見通し。英企業による米企業買収観測がポンド相場の重しとなっている可能性も。

GBP/USD　1.4662",,,,,,,,,,,,,,
テクニカルポイント　ユーロポンド、下値固まって反発局面か,2009年4月20日（月）16:48:00,"0.9433　ボリンジャーバンド　2σ上限（21日間）
0.9144　一目均衡表・雲（上限）
0.9137　一目均衡表・基準線
0.9081　21日移動平均
0.9077　100日移動平均
0.9033　一目均衡表・雲（下限）
0.9011　エンベロープ1%上限（10日間）
0.8937　一目均衡表・転換線
0.8922　10日移動平均
0.8872　現値
0.8833　エンベロープ1%下限（10日間）
0.8729　ボリンジャーバンド　2σ下限（21日間）
0.8539　200日移動平均

ユーロポンドは0.88台後半で取引されるなど、本日は買い優勢。日足チャートでは4月初旬に短期移動平均線（10、21日）がデッドクロスを示現、4月7日には終値で100日線を割り込んだ。ただ、4月15日以降、0.8800を割り込む場面では連日のように下げ渋る動きを見せている。下値が固まってきた感もあり、反発局面となるか注目。反発局面を迎えた場合、100日線が控える0.90台後半が目標水準となりそうだ。",,,,,,,,,,,,,,
英グラクソ　米スティーフェル買収で合意,2009年4月20日（月）17:05:00,先ほど英製薬大手グラクソが米医薬品会社スティーフェル買収で合意したと発表した。買収費用は現金で29億ドルになる見通し。,,,,,,,,,,,,,,
欧州株 及び 米株先物 時間外取引　英FT、下げに転じる　不動産関連株が重石に,2009年4月20日（月）17:11:00,"欧州株
東京時間17:10現在
英FT100　 4079.26（-13.54　-0.33%）
独DAX　　4622.15（-54.69　-1.19%）
仏CAC40　 3076.75（-15.21　-0.50%）
スイスSMI　 5195.66（+3.03　+0.06%）

米株価指数先物　時間外取引
東京時間17:10現在
ダウ平均先物6月限　8031.00（-53.00　-0.66%）
S&P500;先物6月限　860.10（-6.70　-0.77%）
NASDAQ100先物6月限　1342.50（-9.50　-0.70%）",,,,,,,,,,,,,,
ロンドン市場　ドル堅調、ドル円は安値から50銭反発,2009年4月20日（月）17:14:00,"ロンドン市場前半はドル買いが優勢。ドル円は99.10レベルまで買われ、東京市場の安値から50銭反発した。このほか、対欧州通貨や対資源国通貨でもドルが強含んでいる。ユーロドルは1.29台後半と約1ヶ月ぶりに1.30台を割り込んだ水準で取引が続いている。

USD/JPY　99.08　EUR/USD　1.2985　GBP/USD　1.4626",,,,,,,,,,,,,,
本日の米主要企業決算・通常取引開始前,2009年4月20日（月）17:24:00,"通常取引開始前に決算発表を予定している米主要企業は以下の通り。発表時刻は日本時間20日19時～22時ごろになると思われる。

20日
バンク・オブ・アメリカ*（0.042）
イーライリリー・アンド・カンパニー（0.993）
ハリバートン（0.422）
ウエザーフォード・インターナショナル（0.293）
イートン（-0.269）
ハスブロ（0.147）
*は金融株　（）は予想1株利益、単位:ドル",,,,,,,,,,,,,,
本日の米主要企業決算・通常取引終了後,2009年4月20日（月）17:25:00,"通常取引開始後に決算発表を予定している米主要企業は以下の通り。発表時刻は日本時間21日5時以降になると思われる。

21日
5:00　ストライカー（0.711）
5:30　ＩＢＭ（1.657）
5:30　テキサス・インスツルメンツ（-0.005）
ボストン・サイエンティフィック（0.122）
ジオンズ・バンコープ*（-1.431） 
*は金融株　（）は予想1株利益、単位:ドル",,,,,,,,,,,,,,
香港経済指標【失業率】,2009年4月20日（月）17:30:00,"＊失業率（3月）17:30
結果　5.2%
予想　5.3%　前回　5.0%（季調済）",,,,,,,,,,,,,,
ロンドン市場　豪ドル軟調、デフレ突入を警戒か,2009年4月20日（月）17:48:00,"豪ドルが冴えない。ロンドン勢参加後、豪ドル/ドルは0.71台前半、豪ドル円は70円台前半まで売られた。東京市場で発表された第1四半期の豪生産者物価指数は前期比0.4%減と03年第2四半期以来のマイナスを記録した。市場では前期比0.6%増とプラスが見込まれていただけに、一部でデフレ突入を警戒する見方も出ている。項目別では国内財が前期比1.0%減と2四半期連続でマイナスとなる一方、輸入財は前期比3.9%増と3四半期連続でプラスだった。

AUD/USD　0.7113　AUD/JPY　70.28",,,,,,,,,,,,,,
ロンドン市場　ポンド売り続く、ポンドドルが1.46割れ,2009年4月20日（月）17:56:00,"ポンド売りが続いている。先ほど正式に伝わった英グラクソによる米スティーフェル買収（現金29億ドル）が改めてポンド売り要因と認識されている。ポンドドルは1.46台を割り込み、1.45台半ばまで値を崩した。このほか、ポンド円は144円割れまで下落、ユーロポンドは0.8900付近まで上昇している。ポンドはほぼ全面安の状況。

GBP/JPY　143.97　EUR/GBP　0.8900　GBP/USD　1.4566",,,,,,,,,,,,,,
日本銀行　17日の外為市場出来高,2009年4月20日（月）18:10:00,"ドル円　
スポット　　　　 　　 88億8000万ドル
先物＋スワップ　　464億3500万ドル
オプション　　　　　 5億5900万ドル

ユーロドル
スポット　　　　 　　 73億600万ドル
先物＋スワップ　　79億8100万ドル
オプション　　　　　 3億2900万ドル",,,,,,,,,,,,,,
ロンドン市場　ドル円反落、クロス円の下げ波及,2009年4月20日（月）18:11:00,"ロンドン時間早朝に買われたドル円が反落している。ドル円は99.10レベルまで買われたが、現在は98円台後半まで調整している。クロス円の下げがドル円に波及しているようだ。ポンド円や豪ドル円を中心にクロス円では円買いの勢いが増している。

USD/JPY　98.82　GBP/JPY　144.00　AUD/JPY　70.14",,,,,,,,,,,,,,
通貨オプション　ボラティリティー　ドル円はほぼ変わらず,2009年4月20日（月）18:30:00,"USD/JPY　　EUR/USD　　EUR/JPY　　GBP/USD
1WK　　　　15.18　　　　13.25　　　　21.05　　　　13.26
1MO　　　　14.95　　　　13.95　　　　20.75　　　　13.80
3MO　　　　14.31　　　　14.20　　　　20.40　　　　14.10
6MO　　　　13.71　　　　14.30　　　　20.02　　　　14.20
9MO　　　　13.35　　　　14.40　　　　19.77　　　　14.45
1YR　　　　13.10　　　　14.45　　　　19.60　　　　14.55

　　　　　　　　　
　　　GBP/JPY　　AUD/USD　　USD/CHF
1WK　　　　22.81　　　　20.76　　　　12.46
1MO　　　　22.51　　　　20.40　　　　12.85
3MO　　　　22.40　　　　19.50　　　　12.70
6MO　　　　22.36　　　　18.95　　　　12.53
9MO　　　　22.22　　　　18.75　　　　12.54
1YR　　　　22.11　　　　18.60　　　　12.55
東京時間18:15現在　参考値

先週末と比べ、ドル円のボラティリティーに大きな変化はみられない。一方、ユーロ円やポンド円などクロス円では短期中心にボラティリティーが低下している。ポンド円の1Weekは1%程度、ユーロ円の1Weekは0.50%程度低下した。",,,,,,,,,,,,,,
欧州株　各国安値圏　米企業決算に期待かかるも、著名教授は依然弱気見通し,2009年4月20日（月）18:32:00,"東京時間18:20現在
英FT100　 4047.90（-44.90　-1.11%）
独DAX　　4556.41（-120.43　-2.61%）
仏CAC40　 3033.86（-58.10　-1.91%）
スイスSMI　 5205.47（+12.84　+0.25%）

20日の欧州株式市場は各国とも下げ幅を拡大させる展開となっている。

英市場ではFT指数が1.1%安。一時上げに転じたが、間もなく売りに押され現在は本日安値圏で推移している。セクター別では鉱山株と金融株が売られており、相場を圧迫。鉱山株ではカザフミスやエクストラータ、アントファガスタがそれぞれ大幅安の弱い展開。また、不動産関連株の一角に下げが目立っている。英不動産投資開発会社ハマーソンは4.5%安。米JPモルガンが同社の投資判断を「オーバーウエイト」から「ニュートラル」に引き下げた。同じく不動産系のリバティー・インターナショナルもJPモルガンの投資判断引き下げを受け5.1%安となっている。このほか、市場では医薬品グラクソ・スミスクラインに注目が集まっている。同社は皮膚病専門の医薬品会社である米スティーフェル・ラボラトリーズを最大36億ドルで買収することで合意したことを発表した。今回の買収により、グラクソ社は少数の主力製品に依存する体質をさらに改善する。なお、グラクソ株は日本時間18:20で0.8%高で買い優勢。

独市場ではDAX指数がほぼ全面安の展開で、本日安値圏。工業用部品大手ティッセンクルップは3.7%の大幅安。ドイツ紙Die Weltが同社は今後さらにリストラ策を拡大させると報じたことが材料。これを受け同業のザルツギッターも4.7%安と値を切り下げ、指数内で下落率上位。このほか、スキンケアのニベアなど日用品・医薬品製造のバイエルスドルフは1.3%安。ジェフリーズのアナリストが2009年度の見通しは冴えない結果になると見解を示し、投資判断を「ホールド」から「アンダーパフォーム」に引き下げている。

スイス市場ではSMI指数が0.2%高。こうせいめいがらではUBSが1.2%高。同行はブラジルの金融サービス部門であるUBSパクチュアルを元トップのアンドレ・エステベス氏に25億ドルで売却することで合意した。

なお、この後の欧州関連の経済指標や主要イベントは予定されていない。ただ、日本時間19時～22時ごろに米企業の決算が発表されるため、ニュースには警戒しておきたい。市場では景気の底打ち感も指摘されつつあるが、一方で現在の金融危機を的中させたとされるNY大学大学院教授のヌリエル・ルービニ氏は20日、今後の景気見通しについて「依然弱気である」「景気回復には予想しているより長い時間が必要」との見解を示していた。

【銀行株】
東京時間18:20現在
ＨＳＢＣ　　　　　　 469.50（-15.50　-3.18%）
ＲＢＳ　　　　　　　　33.60（+0.90　+3.15%）
バークレイズ　　　218.75（-8.25　-3.89%）
Ｓチャータード　 939.00（-65.00　-6.49%）
ロイズＴＳＢ　　　　 110.10（+5.50　+6.13%）
ドイツ銀行　　　　　　40.58（-1.13　-2.87%）
コメルツバンク　　 5.34（+0.04　+0.79%）
ＢＮＰパリバ　　　　 38.83（-1.63　-4.21%）
ソシエテ　ジェネラル　 39.25（-0.25　-0.66%）
クレディ・アグリコル　　 10.51（-0.45　-4.16%）
ＵＢＳ 　　　　　　　　　　 14.20（+0.22　+1.69%）
クレディ・スイス　　　　 39.36（+0.16　+0.40%）

【石油株】
東京時間18:20現在
ＢＰ　　　　　　　　　　 448.25（+0.50　+0.11%）
Ｒダッチ／シェル 1463.00（+23.00　+1.58%）
ＢＧグループ　　　 1051.00（-21.00　-1.98%）
タローオイル　　　 779.00（-7.00　-0.91%）
ケアン・エナジー　 2092.00（-52.00　-2.42%）
トタル　　　　　　　　　　　 36.12（-0.16　-0.45%）

【鉱山株】
東京時間18:20現在
アントファガスタ　　　　 539.50（-21.50　-3.83%）
ベダンタ・リソーシズ　 910.00（-54.00　-5.73%）
アングロ・アメリカン　 1330.00（-49.00　-3.47%）
カザフミス　　　　　　 476.50（-38.00　-7.34%）
ＢＨＰビリトン　　　　 1374.00（-29.00　-2.07%）
リオ・ティント　　　　　 2334.00（-64.00　-2.59%）
エクストラータ　　　　 547.00（588.50　-7.31%）
ロンミン　　　　　　　　　　 1312.00（-69.00　-5.18%）",,,,,,,,,,,,,,
NY原油・金 及び 米株先物 時間外取引　原油と米株、ともに本日安値圏,2009年4月20日（月）18:54:00,"NY原油・金　時間外取引
東京時間18:54現在
NY原油先物5月限（WTI）（時間外取引）
1バレル＝48.46（-1.87　-3.72%）
NY金先物6月限（COMEX）（時間外取引）
1オンス＝872.30（+4.40　+0.51%）

米株価指数先物　時間外取引
東京時間18:54現在
ダウ平均先物6月限　7981.00（-103.00　-1.31%）
S&P500;先物6月限　854.20（-12.60　-1.45%）
NASDAQ100先物6月限　1331.50（-20.50　-1.52%）",,,,,,,,,,,,,,
